,LF-delta,LF-theta,LF-alpha,LF-beta,LF-gamma,LF-broadband,LC-delta,LC-theta,LC-alpha,LC-beta,LC-gamma,LC-broadband,LP-delta,LP-theta,LP-alpha,LP-beta,LP-gamma,LP-broadband,LO-delta,LO-theta,LO-alpha,LO-beta,LO-gamma,LO-broadband,RF-delta,RF-theta,RF-alpha,RF-beta,RF-gamma,RF-broadband,RC-delta,RC-theta,RC-alpha,RC-beta,RC-gamma,RC-broadband,RP-delta,RP-theta,RP-alpha,RP-beta,RP-gamma,RP-broadband,RO-delta,RO-theta,RO-alpha,RO-beta,RO-gamma,RO-broadband,FZ-delta,FZ-theta,FZ-alpha,FZ-beta,FZ-gamma,FZ-broadband,CZ-delta,CZ-theta,CZ-alpha,CZ-beta,CZ-gamma,CZ-broadband,PZ-delta,PZ-theta,PZ-alpha,PZ-beta,PZ-gamma,PZ-broadband,OZ-delta,OZ-theta,OZ-alpha,OZ-beta,OZ-gamma,OZ-broadband,all-delta,all-theta,all-alpha,all-beta,all-gamma,all-broadband
28-baseline2,-84.34394697394674,-84.74736454228324,-85.83190610142854,-89.01935761672681,-93.54252909473476,-88.9366649629766,-85.2344294880791,-85.19943525583099,-85.52267472724736,-89.07216514395367,-94.82361876424112,-89.38403295295517,-85.30887015731284,-84.71981957474824,-84.9320450696716,-88.96102667487521,-94.84931081145632,-89.24086318673119,-85.71202500602585,-84.5531275935454,-84.61440909845736,-87.69591276833106,-91.46635512983084,-87.81770569800955,-84.13197459940021,-84.6295623161327,-85.90103335321781,-89.28977313267656,-94.30406955999165,-89.22267232657745,-85.21789239936152,-85.22733278611844,-85.72504404482754,-89.32612977443455,-95.22381154763346,-89.61973820843465,-85.49631141720897,-84.9881235224146,-85.28491590529106,-88.89006081041913,-94.02221144995482,-89.08301531166877,-87.30672672932008,-86.41550041179903,-86.49838673247218,-88.35037666301429,-90.60803055848542,-88.43173852533691,-83.06985844341513,-83.61909752264586,-85.1329885316542,-88.69259419805478,-93.95943768618518,-88.58372126044246,-83.70733370630671,-83.62836393051289,-84.05536704237343,-88.05416883275828,-94.59844639620653,-88.41309404171216,-85.13449873022577,-84.57556979383921,-84.96808160750709,-88.90191607531452,-94.34693650675726,-89.06041137373805,-90.50914938510344,-88.6419428086979,-88.10416721480586,-87.48983809102148,-87.41428150442206,-87.9495234579259,-85.14565334451095,-84.95695683876622,-85.49950268609413,-88.87338370035961,-93.9379709730348,-89.03772669535768
28-induction1,-83.59425345644041,-84.09921362772734,-85.51451621381267,-89.44598056867471,-95.29091217086771,-89.3942176284186,-84.33915483320189,-84.49047654047858,-85.18202915653669,-89.30995518330339,-95.97085490972697,-89.58335961293999,-84.48158917281657,-84.05922175339974,-84.51165779677163,-88.5234721529837,-94.2771341389886,-88.71009287588862,-83.87353882998246,-82.50338122290773,-82.49402704166278,-85.51852676295182,-89.06061911750695,-85.63558653216036,-83.41598023735355,-83.97627609333006,-85.55447255147433,-89.5091172754566,-95.5900126477848,-89.47127882411745,-84.48098076568684,-84.57451302462218,-85.37083436671372,-89.26764200556673,-95.60740167679428,-89.51492213740588,-84.6883166092327,-84.04617877154963,-84.33301796707846,-87.42543400906364,-91.36480339101276,-87.48939748661789,-83.30242753123946,-81.81548189447952,-81.4653301764977,-82.88077381575724,-84.48594371446887,-83.07615810592964,-82.32094735969852,-82.9606370984782,-84.76543887874453,-88.98982141526544,-95.34261330034332,-88.88577529564739,-82.97537509979287,-83.01760120390827,-83.6483739442524,-87.90393271492563,-94.54077565029937,-88.15609865908672,-83.81324854873903,-83.17442054021001,-83.5472805445002,-86.77209714787702,-90.64354333485215,-86.76182451360262,-83.88368246397783,-81.83795503806678,-81.15164350203754,-82.12796940171842,-83.11842161685615,-82.42451973539553,-83.98094556708057,-83.82103908574845,-84.55233612795462,-88.16920837479653,-93.50581849631502,-88.28803047081554
28-induction2,-83.79065995282154,-84.40524021161141,-86.03388803888339,-89.51905529338867,-94.4455006836364,-89.31792887326563,-84.68198851262362,-84.90381811927966,-85.6604981447812,-89.36074782662746,-95.28290546062136,-89.55769336480614,-85.07009254593677,-84.76710420546895,-85.30306416065261,-89.25499504453995,-95.42009478617209,-89.53379755779184,-85.75033733785575,-84.92330793023709,-85.29841153957283,-88.48660544130854,-93.07567542842597,-88.6850969864619,-83.70616292591444,-84.32579126554427,-86.04290191024774,-89.6020630678172,-94.9069699046704,-89.45515646685598,-84.72668732833438,-84.89439291475645,-85.81551967565377,-89.48807002870127,-95.54186024974337,-89.69875656722586,-85.39530933122671,-84.95932201112089,-85.5287349261043,-88.89318334326222,-93.5839058499174,-88.98624559379255,-87.22261397237583,-86.46444380003831,-86.82939262718757,-88.36442771586579,-90.27857465756946,-88.38528117649216,-82.50723402907643,-83.22121425083074,-85.25494272025057,-89.01013243307196,-94.4753569992896,-88.77173794472056,-83.29381404485767,-83.41377318728377,-84.21749451370952,-88.30741726394736,-94.93535818156764,-88.56468548875333,-84.86867470304122,-84.56277002703615,-85.33342729914858,-89.31750126834945,-94.6317813782032,-89.32730811823065,-90.14640660594512,-88.87730664468741,-88.77873337090882,-88.38076734703492,-88.57074374747143,-88.69427590518771,-84.78295359300472,-84.79918175393277,-85.74121823688569,-89.16805126434305,-94.36843550461894,-89.25006730349142
28-induction3,-84.21532634686649,-84.68314728708876,-85.91942416288657,-89.51289322000639,-95.4112398123044,-89.61540168176315,-84.58439067396132,-84.72354091471968,-85.43098761175607,-89.30903899295066,-96.37136316998152,-89.7558002593669,-84.699788684283,-84.34740860622264,-84.83082125791191,-88.87430238553198,-95.39255362014391,-89.22937633336713,-85.20510686979517,-84.3459178016375,-84.55696485596368,-87.3980132239897,-91.30120792783248,-87.56520688549311,-84.20003739445693,-84.6617380989803,-85.92149526357457,-89.74255354284743,-95.89205834886856,-89.83549075719966,-84.63921015929915,-84.73837547068719,-85.55967713845854,-89.4307542423256,-96.22142483862432,-89.7929218955471,-85.12266028805749,-84.76891978115921,-85.31246816396512,-88.60056601366416,-93.31448240896825,-88.71928013170913,-86.43083575845506,-85.65865697749118,-85.70265731357894,-86.67096142382758,-88.4302133256095,-86.88870097707732,-83.05699741003465,-83.63815463861974,-85.22325702993574,-89.08787468084284,-95.36295055852088,-89.12212215386849,-83.13859084150006,-83.18053393524852,-83.91960143961512,-88.05784529862387,-95.21815999678644,-88.45444300521373,-84.46259370999812,-84.06610870560722,-84.64280484139007,-88.1799981065143,-93.14721020200103,-88.28495242413123,-88.89423964178994,-87.4995409504107,-86.97126056361358,-86.04900333437486,-86.35280854142626,-86.64675775140668,-84.69295094628012,-84.64038250862622,-85.38735342695938,-88.8460995085169,-94.56827968542989,-89.09488338837664
28-induction4,-84.17598764438966,-84.47061556888912,-85.42951854172983,-89.11678040412271,-94.80113229329284,-89.2104464306793,-84.63763465319491,-84.59871704411582,-84.9836909191963,-89.00614126329796,-95.69069638443943,-89.39744192624464,-84.72644663855615,-84.14725393137437,-84.38383967363438,-88.36246429476311,-94.23539943542396,-88.6477128158559,-84.64334264239729,-83.3956451128873,-83.33062261261122,-85.36299650036007,-88.33809642059389,-85.63483356710007,-84.14160597239274,-84.44513394956104,-85.37005276064347,-89.23160942474759,-95.20699352014044,-89.35165188943124,-84.6626446308929,-84.54748804816354,-85.0147057902243,-88.94328509709266,-95.23730738357716,-89.25628898651408,-84.89637249288668,-84.24910807497031,-84.50359572421567,-87.44106530473476,-91.479034776756,-87.5831457105269,-84.97509587484436,-83.57775756326166,-83.27064794379615,-83.58076870728519,-84.9644591058734,-84.03481083293691,-83.01072043602132,-83.41433773316164,-84.66558258940776,-88.70486548040054,-94.96683983631168,-88.76796350111724,-82.9974810664755,-82.85663129871045,-83.31983372524897,-87.55679727389466,-94.2281965509309,-87.87500252002881,-84.2551513636343,-83.54259146550967,-83.84124259290995,-86.76441891490495,-90.59141279199667,-86.8557402519118,-86.15268811142921,-84.12907945899642,-83.31584980786181,-82.28998342849857,-82.51268543879755,-83.01842564035249,-84.47442169722825,-84.17429182411584,-84.6202173115798,-87.99478352385071,-93.26596466963964,-88.24103683643511
28-experience1,-83.99439749487132,-84.63065412305559,-86.4826670641392,-89.98315083835065,-95.53453470353716,-89.88682342134868,-84.84705993108334,-85.13480831204808,-86.2543547904948,-89.67780020822588,-96.42459992212984,-90.08478237759672,-85.4591392117044,-85.24533492938738,-86.01201300569883,-89.33607689828415,-95.50259878560294,-89.74853301530767,-85.38760527270522,-84.65804239903426,-85.02240264474614,-87.19770156233113,-90.5468321427758,-87.38247877039153,-84.01450388277124,-84.6707486705215,-86.5581727799802,-90.23426261101837,-96.346057802223,-90.2162751588413,-85.01617219335684,-85.28629776407615,-86.46081586528581,-89.84770567175427,-96.25782645217956,-90.17225274760618,-85.53447549897245,-85.31638105265401,-85.99988863445867,-88.49244336835588,-92.45880831017446,-88.62137611191228,-84.67055684472544,-83.9943047633966,-83.82791795933773,-84.58748590542851,-86.13236109055438,-84.8467368868274,-82.92287946615606,-83.67757771636285,-85.82449299431147,-89.60939682495876,-95.79170936597136,-89.51465093040731,-83.68782536797151,-83.90837339696245,-84.97939346873255,-88.56743723107762,-95.23720905392476,-88.92220824083277,-84.70763237084688,-84.5040799057919,-85.2416120078399,-88.02388490671564,-92.01318098131722,-88.0593758817992,-85.89381394055539,-84.94437647270787,-84.38964413793751,-84.27739711183773,-84.8192219163025,-84.65241763452266,-84.74787416017739,-84.86396393889268,-85.95801636949689,-89.00362748395943,-94.36011972576593,-89.19864774607991
28-experience2,-85.0499466013847,-85.47556703974246,-86.69075286912044,-89.99887016037403,-94.68703832710256,-89.89287780496873,-85.44859160986829,-85.5035557392101,-86.15995420499183,-89.65341883972897,-95.18807162120416,-89.85226653858611,-85.84744411529263,-85.39936059469751,-85.88302318113028,-89.65749177051445,-95.41468924309363,-89.91252639661693,-86.55045347817673,-85.60151045603087,-85.949097995684,-88.95698484247562,-93.02704899303046,-89.0975116203608,-84.91947448840249,-85.40583451240897,-86.72582131970269,-90.15657594151156,-95.1712712896668,-90.06839002814833,-85.55561720724292,-85.65625597651787,-86.40309853421692,-89.94125204759787,-95.54112484342669,-90.12034180407348,-86.06339517888775,-85.60710753694454,-86.09792085517527,-89.03121745071482,-92.91290003382365,-89.06911521837831,-87.61011052409354,-86.79842006670668,-86.99378864358114,-88.08471384342822,-89.38266482179489,-88.12401935842955,-83.91368581690358,-84.5042364744481,-86.07893812006557,-89.54234387028397,-94.6930113401868,-89.4169936178162,-84.02487144777294,-84.04703767342814,-84.73095301312745,-88.66461302976907,-94.91205726913562,-88.90737639411283,-85.49778843746066,-85.08657780362346,-85.7164976966712,-89.43433101830868,-94.2471446150211,-89.43732150576972,-90.63550162592172,-89.26651428055186,-89.01259261791847,-88.42570150865403,-88.41451658140114,-88.78665567668381,-85.65676388758015,-85.55990792097091,-86.30898074053215,-89.51362270675028,-94.27899807430704,-89.60344499152271
28-experience3,-84.16649013481637,-84.82059441962261,-86.79475565976867,-90.08593410564224,-95.21386990769663,-89.92032184588393,-85.0214305289876,-85.31547907406824,-86.49060323169452,-89.77127867403655,-95.7679300105485,-90.02180918942862,-85.50666283631838,-85.29030092346107,-86.09156878940237,-89.18336373369726,-94.31478326149796,-89.40006275045643,-85.43737993552381,-84.54018456711829,-84.83058300643306,-86.2694986482363,-88.73381933258489,-86.48554397576007,-84.21476655937657,-84.86393402461232,-86.78537319582358,-90.15244046408506,-95.45972575213833,-90.0199370248541,-85.1645900630726,-85.43326276483765,-86.63823460501825,-89.73923030862176,-95.16620256029265,-89.89781302224581,-85.64897255530416,-85.42912063545602,-86.20984297085957,-88.38521955587042,-91.81711553756656,-88.45642130069531,-85.2690018257037,-84.38911567956737,-84.34799468940507,-84.48039647953158,-85.83292037436422,-84.87501972884786,-83.17890605083969,-83.91775380282253,-86.1307228765661,-89.63472295464443,-95.17784074415268,-89.45282378865099,-83.7205263910513,-83.94287239924543,-85.11649556522715,-88.50903392044277,-94.32391703270562,-88.68803395792804,-84.73269070218333,-84.4617016625083,-85.31989919758564,-87.70231079889403,-91.04262787741207,-87.67812598508307,-86.41453885299985,-84.77755630905659,-84.12304355182596,-83.04299660289524,-83.32655990120796,-83.73250231799308,-84.91545123646294,-84.99021575391136,-86.1395963964776,-88.8727570858903,-93.50909183247364,-88.97453998545423
28-experience4,-83.94438975218057,-84.58239098407014,-86.33728444256136,-89.61688554825177,-94.97870881158158,-89.5586822174899,-84.97973092698052,-85.22277917016015,-86.11857863682756,-89.33647498551217,-95.58527795377866,-89.72984210532198,-85.45333173855323,-85.18163042399955,-85.8155239389944,-88.58917068477915,-93.8558681923127,-88.97414246638351,-85.42581625337233,-84.44418196813488,-84.61945781784556,-85.60871905000108,-88.0542114380697,-85.9864220359532,-83.97136543818995,-84.58878618961438,-86.42208779977462,-89.81736614636246,-95.43664528501674,-89.77520002987518,-85.13252474214596,-85.23473737137928,-86.22831236621798,-89.30342005583718,-94.98653596721527,-89.59273046490486,-85.50526447806054,-85.1654293549521,-85.7951031102254,-87.69830598969271,-91.19654061318217,-87.90995254298107,-84.93975734157112,-83.84899761642846,-83.68686456261592,-83.39632095754224,-84.57415715261777,-83.91944567111001,-82.96195897289547,-83.66891783670502,-85.7383949956747,-89.27627849876232,-95.08338967547216,-89.1820999238386,-83.81525309195669,-83.92650701889838,-84.82590192473053,-88.10497856614235,-94.00661378433276,-88.40566000440582,-84.80273586787973,-84.42339234989015,-85.08612025806272,-86.96627086273374,-90.21471437630797,-87.11972532989043,-86.23166334906435,-84.41835659484421,-83.64082767592473,-82.25798406793496,-82.46417904698669,-83.06122235430072,-84.79872205237842,-84.78958053529459,-85.75966375982549,-88.33842777599747,-93.13462326906516,-88.570744951215
29-baseline1,-81.91743199920391,-81.54742759815286,-83.20918886749371,-91.11796092768265,-97.1287843806056,-89.95268335909364,-85.81789308661791,-84.79590412541557,-85.55200421624113,-93.50693990190258,-100.49790260008204,-92.81917874870412,-84.94384962690555,-83.0791547692966,-83.52885293375587,-91.86003942337337,-100.86866727387992,-91.7093702919838,-83.47901360994378,-81.31790215234747,-81.64280045588536,-90.058014671091,-100.2823588145814,-90.24066792745396,-81.76855649628743,-81.57425275000278,-83.39345243766252,-90.88569552056784,-96.59007049223946,-89.71970677571066,-83.84410019432448,-83.04322803717245,-83.92876367679075,-91.3352652079657,-98.0389976957344,-90.69222795834696,-83.49427381341542,-81.55532090549121,-81.97970573943644,-89.97044155598229,-98.68958282590364,-89.86202445250225,-81.86330664508782,-79.80000269358709,-80.17248136975303,-89.02546937758439,-99.11676881150348,-89.02423249363166,-80.36605093098966,-80.24020764728833,-82.30647108929959,-90.14521246533104,-96.35018482136503,-88.94416478149797,-82.07878607688019,-80.58139000545407,-81.15598628103137,-89.9534359396823,-99.0544127741171,-89.62426560272289,-81.96352232143447,-79.51654033187263,-79.85248363337504,-88.99157385459606,-99.02329661042934,-88.93528701584378,-86.53812337935287,-85.0646769857643,-85.61672996110968,-93.30803800081055,-101.73996725472968,-93.14556194666984,-83.39200008018226,-82.20480755637699,-83.12154353896437,-91.12301528575952,-98.78681289731308,-90.5738952204724
29-baseline2,-82.01482651592458,-81.5681719325919,-82.75064782279902,-91.05395285662524,-97.38906581447549,-89.95490986623176,-85.21602202010538,-84.22421110991431,-84.80270412208702,-93.73048183361205,-101.90481524462136,-93.07921436149144,-83.66351336633693,-81.65644798193105,-81.98678736452165,-91.2535305869782,-101.70574003374033,-91.22119864385424,-81.90984458289535,-79.50734382133004,-79.73991858025809,-88.95362559603005,-100.42399671067226,-89.25084139432992,-81.81398122869223,-81.44730379502761,-82.6733127773036,-90.65762701114608,-96.66005282843943,-89.55440514222795,-83.22818599066278,-82.4066304168953,-83.01435328011054,-91.11492261726524,-98.64364738634268,-90.5275439931219,-82.29329967639313,-80.2334554675113,-80.53764969355429,-89.19638601805511,-98.79850103817856,-89.14443945141531,-80.67702069304501,-78.56204407685642,-78.8834201580624,-88.4028289926106,-98.94527475896652,-88.32984022921278,-80.50509503111235,-80.20114402583994,-81.65297468430433,-89.54099978182718,-95.38318817867628,-88.37516832061696,-80.99729715193388,-79.44350810505728,-79.8731702908851,-89.52994899986801,-99.81074639813906,-89.27256120426298,-80.39613262417998,-77.73512626928445,-77.98234387204717,-88.05836366132698,-99.36424233233149,-88.07868450723119,-85.46214369465476,-83.81261006982218,-84.21353100414512,-92.82301048428404,-101.58024831411596,-92.51424527331902,-82.67132544398576,-81.38449738997471,-82.03546002861634,-90.73172526426087,-99.1960155752008,-90.23740854897528
29-induction1,-82.53536940078612,-82.02221850905255,-83.44812211057359,-91.5508308238432,-97.77989457790446,-90.44341851724678,-85.97282634331918,-84.87354822568733,-85.60484330174259,-93.67981892644949,-100.9911461005028,-93.04882682910288,-85.38404383338691,-83.56001133077231,-84.09284611403501,-92.36939776668912,-101.84317305187427,-92.33071238579812,-84.17191755864718,-82.21932101627148,-82.71328832348559,-90.80570993332846,-101.06073427980311,-91.038205729789,-82.25443077087262,-81.86656881486358,-83.40701676340078,-91.21070183489331,-97.31654635703816,-90.12675404987525,-83.78746271086943,-82.87253010810139,-83.64224018201172,-90.82434493745052,-97.53114077414055,-90.28396371548612,-83.77269905045324,-81.90058393048972,-82.35940329153237,-90.15323271128231,-98.91963141775244,-90.10213120176267,-82.29604830994671,-80.31048714373098,-80.73010261399145,-89.72341101730149,-99.85081720745276,-89.67190306641578,-81.1867207889567,-80.83027686567225,-82.52586848528473,-90.61798282273313,-97.35005494678408,-89.56989262091727,-82.08947366138962,-80.6862432219477,-81.29976908636556,-90.18742167477818,-99.85406953517122,-89.95540573441329,-82.54906638380578,-80.20427568377369,-80.64780965391688,-89.49416838552048,-99.94107471421589,-89.59775962418783,-86.68709656113506,-85.2402405835104,-85.83227133097553,-93.71246459612688,-102.324061890002,-93.5275853883197,-83.73682598842511,-82.50957635750292,-83.36163097966451,-91.38339594476273,-99.30421661749293,-90.90938566207568
